region,date,strat,type,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90
Northern Ireland,2020-11-16,,estimate based on partial data,367,368,28,323,349,360,374,386,416
Northern Ireland,2020-11-15,,estimate based on partial data,377,378,28,334,359,370,384,396,425
Northern Ireland,2020-11-14,,estimate based on partial data,387,388,27,345,370,381,394,406,435
Northern Ireland,2020-11-13,,estimate based on partial data,398,399,27,356,381,392,405,417,445
Northern Ireland,2020-11-12,,estimate based on partial data,409,410,27,368,392,403,416,427,455
Northern Ireland,2020-11-11,,estimate based on partial data,420,421,26,380,404,414,427,438,466
Wales,2020-11-16,,estimate based on partial data,424,427,45,359,396,413,435,455,503
Northern Ireland,2020-11-10,,estimate based on partial data,432,433,26,392,416,426,439,449,476
Wales,2020-11-15,,estimate based on partial data,443,446,45,379,416,432,455,474,521
Northern Ireland,2020-11-09,,estimate based on partial data,444,445,25,405,428,438,450,461,487
Northern Ireland,2020-11-08,,estimate based on partial data,456,457,24,418,440,450,462,473,498
Wales,2020-11-14,,estimate based on partial data,464,467,44,400,437,453,476,494,540
Northern Ireland,2020-11-07,,estimate based on partial data,468,469,24,432,453,463,475,485,510
Northern Ireland,2020-11-06,,estimate based on partial data,482,482,23,445,467,476,488,497,522
Wales,2020-11-13,,estimate based on partial data,485,488,44,421,458,474,497,515,560
Northern Ireland,2020-11-05,,estimate,495,496,23,460,480,490,501,510,535
Wales,2020-11-12,,estimate based on partial data,508,510,43,444,481,497,519,537,581
Northern Ireland,2020-11-04,,estimate,509,509,22,474,495,503,514,523,547
Northern Ireland,2020-11-03,,estimate,523,523,21,489,509,518,528,537,559
Wales,2020-11-11,,estimate based on partial data,531,533,42,468,505,520,543,559,603
Northern Ireland,2020-11-02,,estimate,537,538,21,504,524,532,542,551,572
Northern Ireland,2020-11-01,,estimate,552,552,20,520,539,547,557,565,586
Wales,2020-11-10,,estimate based on partial data,555,557,41,494,530,545,567,583,626
Northern Ireland,2020-10-31,,estimate,567,568,19,537,555,563,572,580,600
Wales,2020-11-09,,estimate based on partial data,581,583,40,521,556,571,592,608,650
Northern Ireland,2020-10-30,,estimate,583,583,19,554,571,578,587,595,615
Northern Ireland,2020-10-29,,estimate,599,599,18,571,588,595,603,611,630
Wales,2020-11-08,,estimate based on partial data,608,609,39,549,583,598,618,634,675
Northern Ireland,2020-10-28,,estimate,615,616,18,588,605,611,620,627,646
Northern Ireland,2020-10-27,,estimate,632,633,18,605,622,628,637,644,662
Wales,2020-11-07,,estimate based on partial data,636,637,38,579,612,626,645,661,700
Northern Ireland,2020-10-26,,estimate,650,650,18,622,639,646,654,662,679
Wales,2020-11-06,,estimate based on partial data,665,666,36,609,642,656,674,689,727
Northern Ireland,2020-10-25,,estimate,668,668,18,640,657,664,672,680,698
South West,2020-09-23,,estimate,675,685,118,505,603,648,706,759,889
South West,2020-09-24,,estimate,680,686,100,531,617,656,706,751,857
South West,2020-09-25,,estimate,685,688,82,557,632,663,706,743,829
Northern Ireland,2020-10-24,,estimate,687,687,18,658,675,682,691,698,717
South West,2020-09-26,,estimate,688,691,66,586,646,671,705,735,803
South West,2020-09-27,,estimate,692,694,51,612,660,680,706,728,781
Wales,2020-11-05,,estimate,696,697,35,642,673,687,704,719,755
South West,2020-09-28,,estimate,697,698,39,634,671,687,707,724,765
South West,2020-09-29,,estimate,701,702,35,646,678,692,709,725,761
South West,2020-09-30,,estimate,705,707,40,642,680,696,716,733,775
Northern Ireland,2020-10-23,,estimate,706,706,19,676,693,701,710,718,737
South West,2020-10-01,,estimate,710,712,53,628,675,698,723,746,803
South West,2020-10-02,,estimate,715,718,69,610,669,699,732,762,838
South West,2020-10-03,,estimate,721,725,88,589,663,699,741,779,875
Northern Ireland,2020-10-22,,estimate,725,725,20,695,712,720,730,738,759
Wales,2020-11-04,,estimate,727,729,33,677,706,720,736,750,784
Northern Ireland,2020-10-21,,estimate,745,745,21,713,731,740,750,758,781
South West,2020-10-04,,estimate,751,753,33,701,731,744,759,774,809
Northern Ireland,2020-09-24,,estimate,752,764,139,558,665,717,786,846,1007
Wales,2020-11-03,,estimate,761,762,32,712,741,754,769,782,815
Northern Ireland,2020-10-20,,estimate,766,766,23,731,750,760,771,780,804
South West,2020-10-05,,estimate,770,770,36,713,747,761,779,794,830
Wales,2020-09-24,,estimate,780,791,142,581,691,746,815,878,1042
Northern Ireland,2020-10-19,,estimate,787,787,24,750,770,780,792,802,828
Wales,2020-09-25,,estimate,788,796,120,612,711,758,818,871,1008
South West,2020-10-06,,estimate,789,789,41,721,762,780,799,816,854
Northern Ireland,2020-09-25,,estimate,792,801,125,613,714,762,823,877,1019
Wales,2020-09-26,,estimate,795,801,100,646,731,772,822,864,975
Wales,2020-11-02,,estimate,796,797,30,749,777,789,803,816,846
Wales,2020-09-27,,estimate,804,807,80,679,753,785,826,859,942
Northern Ireland,2020-10-18,,estimate,808,809,26,768,790,801,814,825,854
South West,2020-10-07,,estimate,811,808,48,726,777,799,822,840,883
Wales,2020-09-28,,estimate,813,814,61,714,772,798,828,854,917
Wales,2020-09-29,,estimate,821,821,47,744,789,810,832,852,900
Wales,2020-09-30,,estimate,828,829,42,762,801,818,839,857,897
Northern Ireland,2020-10-17,,estimate,829,830,28,787,811,822,837,848,879
South West,2020-10-08,,estimate,833,827,57,727,792,817,846,866,914
Wales,2020-11-01,,estimate,833,833,29,788,814,826,840,851,881
Northern Ireland,2020-09-26,,estimate,836,841,109,673,764,810,862,908,1033
Wales,2020-10-01,,estimate,838,838,49,757,806,827,849,870,917
Wales,2020-10-05,,estimate,846,847,38,789,822,836,855,871,910
Wales,2020-10-02,,estimate,848,848,65,741,805,833,863,890,953
Northern Ireland,2020-10-16,,estimate,851,852,30,806,831,843,859,871,904
South West,2020-10-09,,estimate,854,848,67,727,806,836,871,894,947
Wales,2020-10-06,,estimate,855,856,43,788,826,844,866,884,928
Wales,2020-10-03,,estimate,858,858,85,719,800,837,878,915,998
Wales,2020-10-07,,estimate,863,865,52,783,828,851,876,899,950
Wales,2020-10-04,,estimate,867,869,108,694,793,841,894,941,1051
Wales,2020-10-31,,estimate,871,871,28,827,854,864,878,889,917
Wales,2020-10-08,,estimate,872,873,63,773,830,855,888,915,976
South West,2020-10-10,,estimate,877,868,78,729,819,857,896,923,983
Wales,2020-10-09,,estimate,880,882,76,761,830,861,899,931,1007
Northern Ireland,2020-09-27,,estimate,881,884,93,738,819,859,903,942,1046
Wales,2020-10-10,,estimate,888,891,90,749,829,865,910,948,1040
Northern Ireland,2020-10-15,,estimate,905,911,60,825,866,890,921,949,1016
Wales,2020-10-30,,estimate,911,911,27,868,893,904,918,929,956
Northern Ireland,2020-10-14,,estimate,919,924,54,846,884,906,933,957,1019
Northern Ireland,2020-09-28,,estimate,928,930,76,809,877,910,946,978,1065
Northern Ireland,2020-10-13,,estimate,933,937,48,866,902,921,946,967,1020
South West,2020-10-11,,estimate,947,947,36,889,923,938,956,970,1007
Northern Ireland,2020-10-12,,estimate,948,950,42,886,920,937,959,977,1023
Wales,2020-10-29,,estimate,953,953,27,909,935,946,960,971,998
Northern Ireland,2020-10-11,,estimate,962,964,38,905,937,953,972,987,1029
Northern Ireland,2020-10-10,,estimate,976,977,34,924,954,969,985,999,1035
Northern Ireland,2020-09-29,,estimate,977,978,61,880,937,962,992,1017,1085
South West,2020-10-12,,estimate,985,986,38,927,962,976,995,1010,1048
Northern Ireland,2020-10-09,,estimate,991,991,31,940,970,983,998,1012,1043
Wales,2020-10-28,,estimate,996,996,29,950,977,989,1003,1015,1042
Northern Ireland,2020-10-08,,estimate,1004,1005,31,956,984,997,1012,1025,1055
Wales,2020-10-11,,estimate,1010,1012,41,947,984,1000,1020,1037,1082
Northern Ireland,2020-10-07,,estimate,1018,1018,32,965,996,1009,1025,1038,1070
South West,2020-10-13,,estimate,1027,1028,42,963,1000,1017,1037,1055,1098
Northern Ireland,2020-10-06,,estimate,1029,1029,35,972,1004,1019,1038,1051,1086
Northern Ireland,2020-09-30,,estimate,1029,1030,52,947,995,1016,1042,1063,1119
Northern Ireland,2020-10-05,,estimate,1035,1035,38,973,1009,1025,1045,1060,1096
Wales,2020-10-27,,estimate,1041,1041,31,990,1021,1034,1049,1061,1091
Wales,2020-10-12,,estimate,1051,1052,45,981,1022,1040,1062,1082,1129
South West,2020-10-14,,estimate,1069,1072,51,994,1038,1057,1082,1104,1160
Northern Ireland,2020-10-01,,estimate,1085,1086,56,994,1047,1072,1100,1124,1177
Wales,2020-10-26,,estimate,1087,1087,34,1030,1065,1079,1095,1109,1141
Wales,2020-10-13,,estimate,1096,1097,53,1013,1061,1083,1110,1132,1186
South West,2020-10-15,,estimate,1114,1119,62,1026,1078,1099,1130,1156,1230
Wales,2020-10-25,,estimate,1132,1132,37,1071,1108,1124,1142,1156,1193
Wales,2020-10-14,,estimate,1144,1145,64,1042,1102,1128,1160,1187,1252
Northern Ireland,2020-10-02,,estimate,1147,1145,74,1020,1094,1127,1166,1196,1266
South West,2020-10-16,,estimate,1160,1168,77,1055,1117,1143,1179,1212,1307
Wales,2020-10-24,,estimate,1174,1173,41,1106,1147,1164,1184,1200,1240
Wales,2020-10-15,,estimate,1194,1196,79,1068,1143,1173,1214,1247,1328
South West,2020-10-18,,estimate,1202,1202,48,1124,1171,1190,1214,1234,1280
South West,2020-10-17,,estimate,1208,1219,94,1085,1156,1188,1231,1270,1393
Northern Ireland,2020-10-03,,estimate,1210,1209,102,1037,1138,1184,1236,1278,1372
South West,2020-10-19,,estimate,1236,1237,53,1151,1202,1223,1250,1271,1327
Wales,2020-10-16,,estimate,1245,1249,97,1093,1185,1222,1269,1310,1410
South West,2020-10-20,,estimate,1271,1272,61,1175,1230,1256,1285,1310,1374
Northern Ireland,2020-10-04,,estimate,1276,1276,137,1052,1183,1242,1312,1369,1499
Wales,2020-10-17,,estimate,1300,1305,117,1118,1228,1271,1328,1377,1501
Wales,2020-10-18,,estimate,1303,1303,48,1228,1272,1290,1314,1334,1382
South West,2020-10-21,,estimate,1305,1307,71,1196,1259,1288,1321,1350,1429
South West,2020-10-24,,estimate,1336,1337,48,1260,1304,1324,1347,1367,1418
South West,2020-10-22,,estimate,1339,1343,83,1215,1287,1320,1359,1393,1485
Wales,2020-10-19,,estimate,1346,1346,54,1258,1311,1333,1360,1382,1434
South West,2020-10-25,,estimate,1352,1354,46,1281,1322,1341,1363,1383,1431
South West,2020-10-26,,estimate,1368,1369,44,1301,1340,1358,1379,1397,1443
South West,2020-10-23,,estimate,1375,1380,97,1233,1315,1352,1398,1437,1548
South West,2020-10-27,,estimate,1384,1385,42,1318,1357,1374,1394,1412,1456
Wales,2020-10-20,,estimate,1390,1390,66,1280,1346,1374,1406,1434,1497
South West,2020-10-28,,estimate,1400,1400,41,1335,1373,1389,1410,1426,1470
South West,2020-10-29,,estimate,1415,1416,42,1348,1388,1405,1425,1443,1487
South West,2020-10-30,,estimate,1431,1431,44,1361,1402,1421,1442,1460,1506
Wales,2020-10-21,,estimate,1435,1435,83,1297,1380,1415,1455,1489,1570
South West,2020-10-31,,estimate,1446,1447,47,1372,1416,1435,1458,1479,1525
South West,2020-11-01,,estimate,1462,1463,51,1382,1429,1449,1476,1498,1549
South West,2020-11-02,,estimate,1478,1480,56,1390,1441,1464,1493,1516,1576
Wales,2020-10-22,,estimate,1481,1482,103,1312,1412,1456,1506,1548,1651
South West,2020-11-03,,estimate,1495,1496,62,1397,1453,1479,1511,1537,1603
South West,2020-11-04,,estimate,1511,1513,69,1405,1466,1493,1529,1558,1631
South West,2020-11-05,,estimate based on partial data,1528,1530,76,1411,1477,1508,1548,1580,1660
Wales,2020-10-23,,estimate,1528,1530,126,1324,1445,1499,1559,1611,1736
South West,2020-11-06,,estimate based on partial data,1545,1547,84,1416,1488,1523,1567,1602,1690
South West,2020-11-07,,estimate based on partial data,1563,1564,92,1422,1500,1538,1585,1624,1723
South West,2020-11-08,,estimate based on partial data,1580,1582,100,1427,1511,1553,1604,1647,1757
South West,2020-11-09,,estimate based on partial data,1597,1600,109,1431,1523,1569,1624,1671,1789
South West,2020-11-10,,estimate based on partial data,1614,1618,118,1436,1535,1584,1643,1693,1823
South West,2020-11-11,,estimate based on partial data,1632,1636,128,1442,1547,1600,1663,1717,1857
South West,2020-11-12,,estimate based on partial data,1649,1655,137,1446,1558,1615,1684,1741,1895
South West,2020-11-13,,estimate based on partial data,1668,1674,147,1449,1569,1631,1704,1766,1932
South West,2020-11-14,,estimate based on partial data,1687,1693,158,1452,1581,1646,1725,1792,1970
South West,2020-11-15,,estimate based on partial data,1705,1713,168,1456,1592,1662,1748,1818,2008
